,start_time,end_time,speaker_label,text
0,21.040166666666668,21.051483333333334,spk_0,we can try it.
1,21.0565,21.067816666666666,spk_0,So
2,21.07933333333333,21.125,spk_0,"that's again, at the moment, we don't think"
3,21.127666666666663,21.14183333333333,spk_0,that would be applicable.
4,21.142,21.17383333333333,spk_0,"But if anybody has any other thoughts on that,"
5,21.17398333333333,21.227166666666665,spk_0,but we could defer the highlighting to the front end or we can pre
6,21.23,21.25483333333333,spk_0,render it in some ways
7,21.268833333333333,21.292816666666667,spk_0,all of that is
8,21.296983333333333,21.39515,spk_0,uh valid and a part of this um gathering existing issues and potential proposals.
9,21.395316666666663,21.4625,spk_0,Uh I know that carry um you had previously proposed something like
10,21.478,21.552333333333333,spk_0,do more of prec calculation of the data that we need to render the DS.
11,21.55615,21.591666666666665,spk_0,I think we wanna need to revisit that at some point.
12,21.59233333333333,21.6465,spk_0,Um So let's make sure that those issues are created
13,21.64666666666667,21.694333333333333,spk_0,and documented at least and highlighted here in this um
14,21.705816666666667,21.748,spk_0,"effort. Uh Well, well, I don't know, we'll have a,"
15,21.759,21.78065,spk_0,let's create an Epic
16,21.803,21.817666666666668,spk_0,"and,"
17,21.8195,21.8235,spk_0,or
18,21.8355,21.847316666666668,spk_0,"Epic,"
19,21.8525,21.885316666666668,spk_0,we don't want to move them from the current Epics.
20,21.89816666666667,21.899316666666667,spk_0,It's
21,21.90198333333333,21.948833333333333,spk_0,an issue and document them all there.
22,21.95565,22.0085,spk_0,"OK? I'll, I'll assign that desk in just a bit to somebody."
23,22.029166666666665,22.061,spk_0,Does that make sense? Scary of like bringing that
24,22.06415,22.080166666666667,spk_0,thing back?
25,22.08948333333333,22.098,spk_0,OK.
26,22.106666666666666,22.11916666666667,spk_0,Um
27,22.13833333333333,22.19183333333333,spk_0,"Highlighting on the front end. OK. Does that satisfy your question, Igor"
28,22.218316666666663,22.2875,spk_5,"Yeah. Yeah. And if I have a half a minute, I can explain why I actually asked"
29,22.294,22.29433333333333,spk_5,you.
30,22.296166666666668,22.319816666666668,spk_5,"Uh uh Because yeah,"
31,22.32248333333333,22.353316666666668,spk_5,when I think about performance of the
32,22.355,22.35565,spk_5,"DS,"
33,22.3635,22.41815,spk_5,"I remember that we do something like, for example, we have ad"
34,22.41998333333333,22.49065,spk_5,for file and currently we fetch the old version of the D
35,22.49683333333333,22.564666666666668,spk_5,uh old version of the whole block and the new version of the whole block
36,22.571666666666665,22.61133333333333,spk_5,uh just to highlight the D
37,22.614833333333333,22.628816666666665,spk_5,correctly.
38,22.631666666666668,22.709333333333333,spk_5,"Uh why uh uh do, why do we do historically"
39,22.71283333333333,22.78783333333333,spk_5,uh just because we want the D to be correct because sometimes uh
40,22.791316666666667,22.82133333333333,spk_5,it's uh context
41,22.823166666666665,22.830816666666667,spk_5,related.
