speaker_label,start_time,end_time,text
spk_0,0.00015,1.190316667,"I can record and we dont have a ton of items to get to, uh and I might be able to do one that might be fun if we have a little bit of time. Um So corporate events, uh they, I think I saw a little, I put this in, in slack and I saw a little bit of uh kind of noise around it, which was good. Um You know, the, the nutshell here is as weve kind of restructured and tried different things. Um The event support that we need isnt as nailed down as it needs to be. Uh So the current tactic that were going with is go to market team signs up and kind of s sponsors that event. So you support as a PM M, your campaign manager does the campaigns for that event, et cetera, et cetera, et cetera. Uh I dont see anyone in the uh maybe there are comments in the issue. I dont see the, the header updated yet."
spk_1,1.203483333,1.265166667,I thought we had in Slack sort of farmed each one of them out.
spk_0,1.277666667,1.901833333,"Thats so I guess that the next, so it looks like Thai put in some folks it looks like this looks good. So that, lets see, need support from GTM teams. So I guess the ask would be, um, to work with your GTM team. So, so did, let me ask it, I saw some slack, I think in our Slack. But did, did you all, uh, were you all able to connect with like your GTM teams,"
spk_2,1.947316667,2.00765,"uh, on Slack only and on the issue actually?"
spk_3,2.014333333,2.270333333,"Yeah, same, not in, not in real time, but, you know, source feedback. I got one person to respond so far. So it may end up Cindy being you and I just picking the one that we want to do and then they can back and set up um If we dont get any more feedback."
spk_0,2.3095,2.444833333,"Yeah. Do you all um Does anybody have like a, a regular sink still? Are those all been canceled or is there"
spk_4,2.48,2.509816667,in case you still have a regular sick?
spk_5,2.5225,2.5605," Yeah, were on like a two week
 cadence."
spk_0,2.564666667,2.57315,Ok.
spk_2,2.582983333,2.6615,"Yeah, GS has been canceled um after the enablement."
spk_0,2.70465,2.998316667,Cool. So Im just trying to catch up with the thread. Um So it looks like maybe a platform on re invent C I CD on Google next and gets on coupon. Does that sound right?
spk_3,3.025483333,3.05065,Thats where we were last I heard.
spk_0,3.066816667,4.012833333,"Cool. So then I think, um I think we can, we can help the Corp events team. They do, they do a lot of like a cat herding and, you know, keep on tracking people down. So I think if, if this team can take the mission to, like, try to help track that down. So, if you, you know, get the commitment specifically from your campaign managers, hey, like were, were signing up for a coupon, you know, can you comment on the issue that yes, I can commit to this, et cetera, et cetera, et cetera, you know. Um So that just so that they can get that, that event support, but that looks good. And I appreciate uh thanks for the link too, Sonia on the roles ah product announcements. So I appreciate you Brian for adding this. I uh I probably should have added it, but"
spk_1,4.039483333,4.137333333,I had two questions about that. 11 is over. What time frame are we looking at?
spk_0,4.159816667,5.810316667,"So, uh so in theory, this is this could be the same as the Gab 14 launch where were saying basically since 13.0 what has, you know, what kind of big improvements have we made? Um Candidly, this is always a little bit tough and Im and Im, I am not totally sure of all of the kind of the interplay here, but I think I think this is kind of the general gist of this assignment is OK, we have commit coming up. We have some amount of like we have a stage of, you know, a metaphorical stage to say something to the world and well get some amount of press attention because were having an event, right? What kind of announcements do we make? Um at git lab, its really, really tough to make product announcements because our entire roadmap is completely public, yada yada yada. So the thought here is to, but also because our entire road map is completely public and because we ship these tiny little NBC S and a new feature will come out, but itll be not really usable, right? So it takes a while. So if you look back over the past year and say, OK, like what started in the last year, but now is really like a full fledged feature. What would, what would be coming out of beta, right? Like if we were any other company, when we started a beta program in this last year, what would we be announcing is G A at commit? Thats kind of, thats kind of my thought on it. I see a couple of head. Nos. What do you think, Sydney?"
spk_1,5.837816667,6.326483333,"Yeah, I think I was inclined to group some things to say like vulnerability management because there were tiny little MV CS all the way along. But if you look at over the course of the year, we went from this to this, it makes more sense to me to highlight that than in any individual little thing. And then the other point was we just had 14.0 can we just, can we reuse some of those things and plug them in here."
