speaker_label,start_time,end_time,text
spk_0,0.021150000000000002,0.6453333333333333,"And were live. Welcome everybody yet another weekly call for the new DS architecture design workflow. Um We, we have a one entry for now in the agenda. Uh Patrick, he wants to thank Carry for creating that issue um to investigate alternative solutions for syntax highlighting. She started very good questions as threads and he has left initial thoughts on it that may help investigation. Please feel free to share yours as well. I havent, I havent caught up yet. Uh Does anybody here that has any thoughts on this uh"
spk_1,0.6513333333333333,0.9728166666666667,topic? I I left the answers as well. So uh I think we can continue the discussion as synchronously on this topic. Uh Thank you Patrick and Carry for the discussion there.
spk_0,1.0094833333333333,1.8626666666666667,"OK. I think its interesting to get to the bottom of, of these questions especially um as were considering other ways of um getting that um information and prioritizing using different priorities, especially once we are loading the initial prioritized files or changed paths. Um We could make uh those come highlighted already, but then the rest of them could come non highlighted and then we can defer that to a later point in time based on user interaction, it would be really good if that is in fact affecting the time that it would get us there. Um And if it turns out, oh, sorry, go ahead."
spk_2,1.8911666666666667,2.1651666666666665,"Even if it turns out like this is like, you know, a red herring or a blind alley. Um just take a few minutes to document our thoughts or, you know, the state of the state of the tech today. Um That can be important for uh  where the process is an
 artifact."
spk_0,2.190166666666667,3.827316666666667,"For sure. It will, it will indeed. Um There is an open question in my mind that Im not sure if weve already addressed and especially in what language or technologies offer a superior performance is that when were, when we were working with um code intelligence uh implementation, we were using a specific file format to give in to giving that information to the front end. Uh Or, or I think that uh the LSF files. Um So the question here is whether theres any way to get the highlighting information to the front end without having to parrot the content of the files. If theres any way to give, send an annotated, annotated version of the Sinta version, sorry Sinha information. You could have the front end highlight the con that it already knows. Um So um yeah, just something Ill, Ill have my thoughts there and I think thats the best way, make sure that we keep the discussion with the relevant information. So since we didnt have an agenda, I was brainstorming and I think we can have a better use of our time. Um Anything anything else on this point that anybody wants to raise? Right. So lets continue discussion of sequence. Um Apart from that, anything else um that people have on their minds, questions, thoughts, things we should look into."
spk_3,3.8578333333333332,4.687,"Ill just give a small update that Im still documenting all the features that we have. So Im basically splitting this and into two dimensions. One dimension is the type of uh d that we have. It can be a code D, image de file D or just like a change path de. Um And also another dimension is which technology we are using. So is it magic quest tips which are using view files or is it Hamel template? Because the feature sets are a little bit different there. For example, the Hamel version has a toggle where you can switch between highlighted and raw file, which we dont have in the DS. So"
spk_0,4.700483333333334,5.592650000000001,"doing that, can you have a link to the issue? Uh I know we have an issue for it. I just cant find it at the moment in the, its definitely worth worthwhile. So thanks for doing that. Um The other thing II, I think we still have several uh open issues to take care of stuff like the definition of done and everything. So uh I know this or at least for me as a manager. This is a busy week for um because of assessments and everything, but it would be nice to get some movement there um on getting those issues closed by committing those changes to the documentation. And remember, we can always iterate, can always add more information later if we need to. Ok. Uh Just to have a point."
spk_4,5.621316666666667,6.040983333333333,"Yeah, I just wanted to kind of give an update on our end. Um The GLY side, were gonna start moving forward with the changes we discussed uh last week for um supporting uh page nated DS. Um So its kind of a re architecture of our G service. So if anyone has any other feedback, um they can put it in that issue. Um But I think were gonna start moving forward and implementing and just kind of seeing what its gonna look like and iterating on that."
spk_0,6.08315,6.213166666666667,"Thanks just, and, and just for clarity, it will be in it. It wont change any existing R PC. It will create new ones, is that it?"
spk_4,6.224166666666666,6.828166666666666,"Yes. Correct. Yes. So were gonna leave everything as is and then were gonna um add in two new RP CS. One thats kind of that fetches information about what the diff is gonna shape of the diff. And then the other one to actually diff a diff blobs um that the client would call in succession and we are exploring. Um This was mentioned uh last week too about potentially batching a series of, of files like batches of files. Um We are exploring that, that will require upstream changes. So that might be an additional R PC in the future as an optimization we can make."
