speaker_label,start_time,end_time,text
spk_0,0.00015,0.08698333333333334,"Good afternoon, everybody. Welcome to Cop. Welcome to Glasgow,"
spk_1,0.17583333333333334,0.5928166666666667,dear friends. In the remaining days of Cop 26 the eyes of the world are focused on Glasgow. Glasgow can be the starting point of a new more prosperous era. A greener more resilient and sustainable future one that is more just and more prosperous for all people.
spk_2,0.5950000000000001,0.8946666666666666,"We must listen and we must act and we must choose wisely on behalf of these and future generations. I urge you choose ambition, choose solidarity,  choose to safeguard our future
 failure to provide the critical finance"
spk_3,0.901,1.9608333333333334,"and that of loss and damage is measured. My friends in lives and livelihoods in our communities. This is immoral and it is unjust. Our people are watching and our people are taking note and are we really going to leave Scotland without the resolve and the ambition that is sorely needed to save lives and to save our planet? It comes down to this. The people alive now are the generation to come will look at this conference and consider one thing did that number stop rising and start to drop as a result of commitments made here, theres every reason to believe that the answer can be yes. If working apart, we are force powerful enough to destabilize our planet. Surely working together, we are powerful enough to save it."
spk_4,1.9803166666666667,2.5203333333333333,"I believe in our ability to do what is right if we let ourselves feel it in our hearts. So for these next two weeks, let us feel it in our hearts. The Children cannot live on words and empty promises. They are waiting for you to act. Please open your hearts and then act."
spk_5,2.5993333333333335,3.33065,"But actually, we need to start recognizing that there are young people who are entrepreneurs who are economists who are kind of budding career diplomats. And, and, and I think we need to find ways of ensuring that were taking that resource base that were supporting it, that were nurturing it so that we dont end up in the situation that we are now because I mean, the climate crisis, the environmental crisis, the ecological crisis, these are all results of poor leadership and bad decision making processes and mechanisms that have just been allowed to continue to perpetuate a cycle of a cycle of environmental degradation. And the result is the climate crisis that we have now. So its really encouraging this kind of new generation of leaders that have an opportunity to steer a different course."
spk_6,3.340316666666667,4.95465,"Unity will not be saved by promises. Its hard to believe business and finance leaders when they havent delivered before. They have not been faithful in their promises. They have not been honest in fulfilling their commitments. They have not been trustworthy in making their pledges a reality. So I have come here to tell you that we dont believe you. We dont believe that banks will suddenly put trillions of dollars on the table for climate action. When rich countries have struggled since 2009 to raise $100 billion for the worlds most vulnerable countries. We dont believe that promises made by financial companies to end deforestation will actually prevent trees from being cut or burnt down. We simply dont believe it, but I am here right now to ask business and finance leaders show us your faithfulness, show us your trustworthiness, show us your honesty. I am here to say, prove us wrong. Im actually here to beg you to prove us wrong. We desperately need you to prove us wrong."
spk_7,4.964483333333334,5.486666666666666,"I invite you to look around now. Um and ask where are the young people? We are out in the streets protesting. We are protesting because we are angry because we feel disillusioned because we feel frustrated and we are right to because we have been raised to place our faith in institutions in governments, in leaders who have been elected to safeguard our future to safeguard all of life on this planet."
spk_8,5.523316666666667,7.545,"So to all the young people out there as well as those of you who consider yourselves young at heart. I want you to stay angry. I want you to stay frustrated, but channel that anger harness that frustration. Keep pushing harder and harder for more and more because thats whats required to meet this challenge. Keeping the rise in global temperatures to 1.5 °C will not be easy. It is going to be hard. Existing political institutions move slowly. Even when leaders are well intentioned International Cooper has always been difficult. Its made more difficult by all the misinformation and propaganda that can flood out through social media these days. Business leaders lets face it are typically rewarded for boosting short term profits, not addressing major social issues, getting people to work together on a global scale, takes time. And right now, thats time we dont have. So if were honest with ourselves, yes, this is gonna be really hard. The thing we have going for us is that humanity has done hard things before I believe we can do hard things again."
spk_9,7.652333333333333,8.295333333333334,"Each and every one of you and the nations you represent has stepped up here in Glasgow, agreeing to do what it takes to keep 1.5 alive. And for that, I am infinitely grateful. It is now my great honor to take us through the formal adoption proceedings. I now declare open the 12th meeting of COP 26. I now invite the cop to adopt the decision entitled Glasgow Climate Pact. Hearing no objections. It is so decided"
spk_1,9.000166666666667,9.482333333333335,"dear friends at COP 26 parties build a bridge between good intentions and measurable actions to lower emissions increase resilience and provide much needed finance, a bridge leading to the historic transformation we must make to achieve rapid reductions this decade and ultimately towards the 1.5 degree goal."
