,start_time,end_time,speaker_label,text
0,0.0293166666666666,0.0996666666666666,spk_0,"All right, we are live. Welcome to another weekly of the new D"
1,0.1076666666666666,0.185,spk_0,"architecture workflow meeting, synchronized meeting for Em"
2,0.1891666666666666,0.2085,spk_0,and America's.
3,0.2179833333333333,0.22965,spk_0,Um
4,0.23515,0.3005,spk_0,I'll start off with an uh I'll hijack the agenda just for a little bit.
5,0.30365,0.3395,spk_0,Just an fy I um
6,0.3469833333333333,0.36365,spk_0,Natalia
7,0.38565,0.4283333333333333,spk_0,in case you missed the update on on Slack
8,0.4383166666666666,0.4643333333333333,spk_0,Finna is now our coach.
9,0.4789833333333333,0.53265,spk_0,She will be helping us find a way throughout the whole process
10,0.53715,0.61865,spk_0,"of publishing this blueprint and, and giving some advice along the way. So"
11,0.6254833333333334,0.6313333333333334,spk_0,thanks for
12,0.6334833333333333,0.6484833333333333,spk_0,telling for the help.
13,0.64865,0.7226666666666667,spk_0,Um This came up in the review of the adding the blueprint to the documentation. So
14,0.7359833333333333,0.75765,spk_0,welcome. Do you wanna
15,0.7709833333333334,0.7849833333333333,spk_0,and s a few words?
16,0.8088166666666667,0.8885000000000001,spk_1,"Thank you. It's nice to be in create group again, at least temporarily."
17,0.893,0.9578333333333332,spk_0,"Yes. Like I always say, once, create, always create. So you never left."
18,0.9765,1.01715,spk_0,Uh All right. Thank you. Uh Let's move on to ST
19,1.0208333333333333,1.0239833333333332,spk_0,is like
20,1.0295,1.0468333333333333,spk_0,"-- you have a little point
-- there."
21,1.0738333333333334,1.1395,spk_2,"Yes, I, I've populated a list of issues with this."
22,1.1468166666666666,1.228,spk_2,"It's mostly front and focused, but I touched a little bit on the back side."
23,1.22965,1.2895,spk_2,So feel free to explore and maybe add something else.
24,1.3573333333333333,1.433,spk_3,"I was thinking about adding a separate section there with accessibility issues,"
25,1.43315,1.45765,spk_3,"uh the front end, but"
26,1.46115,1.5044833333333334,spk_3,uh there might be quite a bit of them. So
27,1.5088166666666667,1.5091666666666668,spk_3,"yeah,"
28,1.5218166666666666,1.5418333333333334,spk_3,extra list for that.
29,1.57365,1.624,spk_0,"Yeah, I think you already, you already did an audit, right?"
30,1.62415,1.6938166666666667,spk_0,"The document or at least started the audit of the current stiffs, right in the MRS."
31,1.7034833333333332,1.7173333333333334,spk_0,Um
32,1.72315,1.76065,spk_0,I think it would be definitely worth surfacing
33,1.7756666666666665,1.82065,spk_0,"the the problems there,"
34,1.8384833333333328,1.89315,spk_0,but still linking to the full audits is useful.
35,1.895333333333333,1.9408166666666664,spk_0,Um The document to the to the document you're getting ready.
36,1.9495,2.012166666666667,spk_0,Um Because that would definitely be helpful for us to understand exactly
37,2.016983333333333,2.0615,spk_0,what are the big issues um there.
38,2.076483333333333,2.082483333333333,spk_0,"Yeah,"
39,2.1388333333333334,2.1878333333333333,spk_0,cool. I was uh for the sake of everybody. Uh
40,2.20565,2.231333333333333,spk_0,I was just gonna be sharing the screen
41,2.244333333333333,2.259316666666667,spk_0,real quick.
42,2.270833333333333,2.3051500000000003,spk_0,"Sorry, my throat is killing me a little bit."
43,2.3175,2.3834833333333334,spk_0,So just as a like just so that we can all get a little synchronized here.
44,2.3836666666666666,2.419833333333333,spk_0,So you highlighted the virtual scrolling problems.
45,2.43715,2.482666666666667,spk_0,Do you wanna do you wanna walk us through that? Love. We have a short agenda.
46,2.482833333333333,2.501333333333333,spk_0,Do you wanna walk us through?
47,2.5213166666666664,2.532833333333333,spk_4,Um
48,2.5541666666666667,2.58565,spk_2,There's like a lot of a
49,2.587833333333333,2.6216666666666666,spk_2,lot of stuff to cover. Um
50,2.632983333333333,2.71715,spk_2,I can focus on scroll issues. Um And probably everyone here
51,2.7199833333333334,2.751333333333333,spk_2,have faced one of them
52,2.756,2.78815,spk_2,at least once. Uh Good luck.
53,2.790483333333333,2.799333333333333,spk_2,So
54,2.8055,2.88,spk_2,they're mostly about stuff when you click on sidebar items.
55,2.8939833333333334,2.9774833333333333,spk_2,"If the item is not loaded, usually it will do nothing or in the worst case"
56,2.9845,3.0141666666666667,spk_2,it can break the whole page.
57,3.0341666666666667,3.0456666666666665,spk_2,Um
58,3.056983333333333,3.0733166666666665,spk_2,Also
59,3.08,3.1213166666666665,spk_2,we've had some issues in the past when you
60,3.1228166666666666,3.177483333333333,spk_2,linked to a specific file or to a specific line
61,3.1841666666666666,3.2373333333333334,spk_2,and then use that link to go to a new page.
62,3.244333333333333,3.287333333333333,spk_2,Usually the file won't be scrolled
63,3.29365,3.3398166666666667,spk_2,to the place. So you will just see the first file
64,3.3468166666666668,3.430333333333333,spk_2,and nothing will happen. So we've tried to fix that a couple of times and I see
65,3.442833333333333,3.482833333333333,spk_2,uh people still having issues with that.
66,3.490166666666666,3.517316666666667,spk_2,Um Even though we have
67,3.5233166666666667,3.545983333333333,spk_2,"testing in place,"
68,3.549,3.633333333333333,spk_2,it's still still not enough. There are some cases that we didn't cover. So
69,3.6398166666666665,3.6843166666666662,spk_2,there's a lot of stuff to be improved in the
70,3.6923166666666662,3.6978166666666663,spk_2,scoring
71,3.707483333333333,3.723,spk_2,uh area.
72,3.73665,3.783666666666667,spk_0,So I I would provide a bit of context here.
73,3.7875,3.800983333333333,spk_0,Um
