,start_time,end_time,speaker_label,text
0,0.3579833333333333,0.385,spk_0,"Good morning, everyone."
1,0.39033333333333337,0.45365,spk_0,"I'm Elena Campbell, President of the Rochester Regional Chamber of Commerce."
2,0.45381666666666665,0.49766666666666665,spk_0,Thank you so much for joining us today.
3,0.4983166666666667,0.5851666666666666,spk_0,Uh This is our Human Resources Peer Solution Group
4,0.5885,0.6328333333333334,spk_0,and I know a couple of you on the call are new.
5,0.6329833333333333,0.675,spk_0,So I wanted to give you a little bit of background
6,0.6778166666666666,0.73915,spk_0,about what our hr peer solution group is.
7,0.7433166666666666,0.8093333333333333,spk_0,Um We started Peer Solution Groups
8,0.8133166666666667,0.8719833333333333,spk_0,"a little over a year and a half, almost two years ago."
9,0.8765000000000001,0.9441666666666666,spk_0,And the idea came out of a member survey that we did.
10,0.95165,0.984,spk_0,One of the things that we heard loud and
11,0.98415,1.04865,spk_0,clear from our members was that they wanted the opportunity
12,1.0503333333333333,1.11065,spk_0,"to network and collaborate with their peers,"
13,1.1108333333333333,1.1593166666666668,spk_0,with people that were in similar industries
14,1.1705,1.2153166666666666,spk_0,um so that they could help each other out um
15,1.2155,1.3213166666666667,spk_0,with resources and ideas um identify current trends and topics.
16,1.3223166666666666,1.4096666666666666,spk_0,"Uh bring in speakers that were related to their field or speakers to,"
17,1.4129833333333333,1.48065,spk_0,to um share their expertise on different
18,1.4841666666666666,1.5441666666666667,spk_0,issues that they were all facing um together.
19,1.5553166666666667,1.5656666666666665,spk_0,Um
20,1.5685,1.6128166666666668,spk_0,The hr Peer Solution Group uh
21,1.6145,1.7583333333333333,spk_0,got started. The first meeting I believe was in November of 2019.
22,1.76715,1.8224833333333332,spk_0,Uh The group decided to meet quarterly
23,1.8273166666666667,1.8898166666666667,spk_0,and then we held another meeting at Blossom Ridge at Mo
24,1.8935,1.9063166666666667,spk_0,"Sherry,"
25,1.9068333333333332,2.0221666666666667,spk_0,uh where we brought in a speaker to talk about uh multigenerational workforces.
26,2.0303166666666668,2.1064833333333333,spk_0,That was a topic that the group identified uh as something that
27,2.1066666666666665,2.16715,spk_0,they wanted uh some assistance with and wanted to learn more about.
28,2.16965,2.2331666666666665,spk_0,So we found an expert to come in and speak uh on that topic
29,2.23815,2.283166666666667,spk_0,and that was uh shortly before COVID hit.
30,2.29365,2.3115,spk_0,Uh Then
31,2.3154833333333333,2.379,spk_0,uh we found ourselves in the middle of a pandemic or
32,2.3889833333333335,2.4553333333333334,spk_0,"in the beginning of a pandemic in March. Now, I guess we're more in the middle of it."
33,2.461,2.4743333333333335,spk_0,Um
34,2.4774833333333333,2.5591666666666666,spk_0,And uh the hr group kind of didn't meet for a while because we were
35,2.5593166666666667,2.6543166666666664,spk_0,"all busy uh navigating the new waters as it were to say out there,"
36,2.6545,2.674,spk_0,the new environment
37,2.6776666666666666,2.7053333333333334,spk_0,uh that we found ourselves in.
38,2.7106500000000002,2.735,spk_0,"Um So,"
39,2.7384833333333334,2.7826666666666666,spk_0,but we wanted to get the group back together again.
40,2.7916666666666665,2.8813333333333335,spk_0,And I was so excited when um Scott Garrison reached out to me uh
41,2.8814833333333336,2.9768333333333334,spk_0,with clear to go uh a product that they have developed that can be
42,2.98015,3.085166666666667,spk_0,"and is extremely helpful um for many, many businesses as we navigate"
43,3.0875,3.1365,spk_0,um the health and safety of our community and our
44,3.13665,3.2175,spk_0,employees um moving forward uh with this uh pandemic.
45,3.2198333333333333,3.2665,spk_0,Uh and it can help with a lot of other things as well.
46,3.2709833333333336,3.27965,spk_0,So
47,3.2875,3.33815,spk_0,that's a little background about the hr group.
48,3.3415,3.443983333333333,spk_0,"Um At the end, I would like to take a little bit of time the last 10 minutes or so"
49,3.4458333333333333,3.5456666666666665,spk_0,to talk about uh the needs of the group and set up uh a next
50,3.5521666666666665,3.599833333333333,spk_0,time to get together via Zoom
51,3.6033166666666667,3.6453333333333333,spk_0,um uh as well.
52,3.6454833333333334,3.6638333333333333,spk_0,"So before we end,"
