,start_time,end_time,speaker_label,text
0,0.0165,0.10466666666666667,spk_0,And we're live. Welcome to the Weekly Sync for the New Diffs
1,0.11916666666666667,0.13916666666666666,spk_0,Architecture workflow
2,0.14250000000000002,0.15416666666666667,spk_0,effort.
3,0.16833333333333333,0.18133333333333335,spk_0,Um
4,0.19666666666666668,0.275,spk_0,I added some notes to the agenda from things that happened from last week's call.
5,0.28048333333333336,0.29633333333333334,spk_0,Um
6,0.30866666666666664,0.3528333333333334,spk_0,"Inadvertently, we didn't"
7,0.35700000000000004,0.3688166666666667,spk_0,pick
8,0.38015000000000004,0.45381666666666665,spk_0,uh someone to take care of the actual documentation
9,0.457,0.47315,spk_0,"of the blueprint,"
10,0.484,0.49265000000000003,spk_0,"you know,"
11,0.4928166666666666,0.5336666666666667,spk_0,the core of it and listing it on the
12,0.5338166666666667,0.58615,spk_0,published blueprints saying that it's being worked on.
13,0.5863333333333334,0.6286666666666666,spk_0,What's the topic? Who's the authors and all that stuff?
14,0.63415,0.6795000000000001,spk_0,Um So it would be nice to get that started even though we don't
15,0.6796500000000001,0.7543166666666666,spk_0,have a lot of stuff in there just having a placeholder that will then hold
16,0.764,0.789,spk_0,the conclusions and the
17,0.79365,0.8223333333333334,spk_0,documents that will be producing.
18,0.8298333333333333,0.843,spk_0,Um
19,0.8453333333333333,0.8504833333333334,spk_0,Nice. It
20,0.8524999999999999,0.8931666666666668,spk_0,would be nice to get that started. At least that's my understanding.
21,0.8933166666666666,0.9631666666666666,spk_0,"That would be nice to get that started early in the process so that we can, you know,"
22,0.96365,1.0068166666666667,spk_0,make it evolve and everybody knows where to add stuff.
23,1.0183166666666668,1.0573166666666667,spk_0,Does that make sense or is that blocked by anything
24,1.0818333333333334,1.1034833333333334,spk_0,that we currently have in? Fight
25,1.2221666666666666,1.2328333333333332,spk_1,"-- Make
-- it make sense?"
26,1.2591666666666668,1.2934999999999999,spk_0,Bill? I didn't hear you. I only heard Thomas.
27,1.3118166666666666,1.3353333333333333,spk_2,"Yeah, I think we can just make it"
28,1.3679999999999999,1.374,spk_2,right.
29,1.377,1.3903166666666666,spk_2,"-- You want
-- to, you"
30,1.3936666666666666,1.4183166666666667,spk_0,can take it. All right. Awesome.
31,1.43915,1.4588166666666667,spk_0,And he volunteered.
32,1.4713166666666666,1.4863333333333333,spk_0,Great.
33,1.50465,1.505,spk_0,Uh
34,1.5068333333333332,1.543,spk_0,"And then we have uh, some read only points."
35,1.54315,1.5978333333333334,spk_0,"Uh These are just for you to be aware of, to participate as synchronously."
36,1.5979833333333333,1.625,spk_0,We don't have to cover them here on the call.
37,1.6408166666666666,1.6484999999999999,spk_0,Ok.
38,1.7194833333333333,1.7286666666666668,spk_0,All right.
39,1.7305,1.7585,spk_0,Which brings us to
40,1.7678166666666666,1.8611499999999999,spk_0,"uh the time. So, uh we had a rough discussion on Slack since last call."
41,1.8659833333333333,1.8991500000000001,spk_0,"Um And it seemed like,"
42,1.9034833333333334,1.9458333333333333,spk_0,"yeah, it would be pretty impossible to um"
43,1.95,1.9751666666666665,spk_0,accommodate all time zones.
44,1.9816666666666667,1.99815,spk_0,Um
45,2.000166666666667,2.0781666666666667,spk_0,"So we were thinking about it and we were thinking about having a two times per week,"
46,2.0784833333333332,2.1145,spk_0,alternating time slots.
47,2.11465,2.1896666666666667,spk_0,"And the idea here is that we have one on a Tuesday, one on a Thursday."
48,2.1898166666666667,2.2269833333333335,spk_0,"And if eventually some tasks come out of Tuesday,"
49,2.2271666666666667,2.2891666666666666,spk_0,they could be presented the outcomes on a Thursday or vice versa.
50,2.2893333333333334,2.31115,spk_0,"Something comes out on a Thursday,"
51,2.3113166666666665,2.3706666666666667,spk_0,we might be able to present it on a Tuesday and keep the ball rolling much faster
52,2.37415,2.4348166666666664,spk_0,"because even though we don't have a deadline here in the document,"
53,2.4423166666666667,2.473316666666667,spk_0,our kind of goal was to have something
54,2.478666666666667,2.5396666666666667,spk_0,"by the end of the quarter, which could be challenging, but"
55,2.5459833333333335,2.59315,spk_0,uh we wanna move fast on this effort. So we don't
56,2.5976666666666666,2.66965,spk_0,linger too much on the documentation side of things for too long.
57,2.669833333333333,2.69965,spk_0,So the idea was these two
58,2.71215,2.7281666666666666,spk_0,things.
59,2.7346666666666666,2.7629833333333336,spk_0,Uh and Patrick had a question here.
60,2.796316666666667,2.8326666666666664,spk_1,"Uh Yes, is that I was wondering like"
61,2.84815,2.8598166666666667,spk_1,it too
62,2.86265,2.8798166666666667,spk_1,hit too early for him
63,2.8954833333333334,2.9098166666666665,spk_1,and too late for.
64,2.916316666666667,2.9286666666666665,spk_1,So it's like
65,2.9345,2.94815,spk_1,it only for a a
66,3.0033166666666666,3.025,spk_1,but that's what he was thinking
67,3.0425,3.0733166666666665,spk_0,that we were thinking and we're thinking about the
68,3.0735,3.108983333333333,spk_0,ones that are excluded on the other one.
69,3.13065,3.1886666666666668,spk_0,I didn't make a point here at the bottom that the times aren't final
70,3.1906666666666665,3.2783166666666665,spk_0,"so we can bring them forward or backwards or later or earlier depending on,"
71,3.2855,3.3323333333333336,spk_0,"on specific cases because for example, um,"
72,3.3324833333333332,3.400333333333333,spk_0,"the one on Tuesday would be if I'm not mistaken, 630"
73,3.4035,3.4243333333333332,spk_0,for Pacific time.
74,3.431983333333333,3.443,spk_0,Um
75,3.4448333333333334,3.5043166666666665,spk_0,"in case of carry, uh I think Thomas would be like 730 or something"
76,3.51265,3.5288166666666667,spk_0,um
