,start_time,end_time,speaker_label,text
0,0.00015,0.025816666666666665,spk_0,I can record
1,0.046983333333333335,0.08398333333333333,spk_0,and we don't have a ton
2,0.09633333333333334,0.12564999999999998,spk_0,"of items to get to,"
3,0.13233333333333333,0.142,spk_0,uh
4,0.15465,0.20898333333333333,spk_0,and I might be able to do one that might be fun
5,0.22083333333333333,0.24831666666666666,spk_0,if we have a little bit of time.
6,0.2553166666666667,0.26816666666666666,spk_0,Um
7,0.27266666666666667,0.30183333333333334,spk_0,"So corporate events,"
8,0.31481666666666663,0.32581666666666664,spk_0,uh
9,0.34964999999999996,0.36966666666666664,spk_0,"they,"
10,0.3733166666666667,0.37348333333333333,spk_0,I
11,0.37881666666666663,0.41450000000000004,spk_0,"think I saw a little, I put this in,"
12,0.41465,0.47298333333333337,spk_0,"in slack and I saw a little bit of uh kind of noise around it,"
13,0.47865,0.49316666666666664,spk_0,which was good.
14,0.50815,0.5185,spk_0,Um
15,0.5356500000000001,0.5491666666666667,spk_0,"You know, the,"
16,0.5603166666666667,0.6084833333333334,spk_0,the nutshell here is as we've kind of restructured and
17,0.6108333333333333,0.6418166666666667,spk_0,tried different things. Um
18,0.6533333333333334,0.7278166666666667,spk_0,The event support that we need isn't as nailed down as it needs to be.
19,0.7346666666666667,0.7569833333333332,spk_0,Uh So
20,0.7618166666666667,0.8528166666666667,spk_0,the current tactic that we're going with is go to market team
21,0.8566666666666667,0.8959833333333334,spk_0,signs up and kind of s
22,0.8978166666666667,0.9256666666666666,spk_0,sponsors that event.
23,0.9258166666666666,1.0051666666666668,spk_0,"So you support as a PM M, your campaign manager does the campaigns for that event, et"
24,1.0079833333333332,1.0298333333333334,spk_0,"cetera, et cetera, et cetera."
25,1.039,1.0609833333333334,spk_0,Uh I don't
26,1.06365,1.09815,spk_0,see anyone in the uh
27,1.1126666666666667,1.16465,spk_0,"maybe there are comments in the issue. I don't see the,"
28,1.171,1.1903166666666667,spk_0,the header updated yet.
29,1.2034833333333332,1.2651666666666666,spk_1,I thought we had in Slack sort of farmed each one of them out.
30,1.2776666666666667,1.2863333333333333,spk_0,That's
31,1.2919833333333333,1.33865,spk_0,"so I guess that the next, so it looks like"
32,1.3666666666666667,1.383,spk_0,Thai
33,1.3918333333333335,1.4063166666666667,spk_0,put in
34,1.4223166666666667,1.458,spk_0,some folks it looks like
35,1.47015,1.4878166666666666,spk_0,this looks good.
36,1.5061666666666667,1.5164833333333334,spk_0,"So that,"
37,1.5569833333333332,1.5941666666666667,spk_0,"let's see, need support from GTM teams."
38,1.5968166666666668,1.6398166666666667,spk_0,"So I guess the ask would be,"
39,1.6555,1.6661666666666668,spk_0,"um,"
40,1.6854833333333334,1.7571666666666665,spk_0,"to work with your GTM team. So, so did, let me ask it,"
41,1.7601666666666667,1.80165,spk_0,"I saw some slack, I think in our Slack."
42,1.80815,1.8441666666666667,spk_0,"But did, did you all, uh,"
43,1.8485,1.9018333333333333,spk_0,"were you all able to connect with like your GTM teams,"
44,1.9473166666666666,2.00765,spk_2,"uh, on Slack only and on the issue actually?"
45,2.0143333333333335,2.0768333333333335,spk_3,"Yeah, same, not in, not in real time, but, you know, source feedback."
46,2.077,2.109,spk_3,I got one person to respond so far.
47,2.11465,2.1563333333333334,spk_3,So it may end up Cindy being you and I just picking the
48,2.1564833333333335,2.196816666666667,spk_3,one that we want to do and then they can back and set up
49,2.22415,2.2331666666666665,spk_3,um
50,2.24415,2.2703333333333333,spk_3,If we don't get any more feedback.
51,2.3095,2.331,spk_0,Yeah. Do you all um
52,2.3425000000000002,2.40065,spk_0,"Does anybody have like a, a regular sink still?"
53,2.4008333333333334,2.4448333333333334,spk_0,Are those all been canceled or is there
54,2.48,2.4805,spk_4,in
55,2.4828333333333332,2.503816666666667,spk_4,case you still have a regular
56,2.506333333333333,2.5098166666666666,spk_4,sick?
57,2.5225,2.5605,spk_5,"-- Yeah, we're on like a two week
-- cadence."
58,2.5646666666666667,2.57315,spk_0,Ok.
59,2.5829833333333334,2.6615,spk_2,"Yeah, GS has been canceled um after the enablement."
60,2.70465,2.7194833333333333,spk_0,Cool. So
61,2.74215,2.7743333333333333,spk_0,I'm just trying to catch up with the thread.
62,2.7761666666666667,2.785816666666667,spk_0,Um
63,2.833666666666667,2.905333333333333,spk_0,So it looks like maybe a platform on re invent
64,2.9225,2.9258333333333333,spk_0,C
65,2.9278166666666667,2.9576666666666664,spk_0,I CD on Google next and
66,2.9653166666666664,2.973316666666667,spk_0,gets on coupon.
67,2.9791666666666665,2.9983166666666667,spk_0,Does that sound right?
68,3.0254833333333333,3.05065,spk_3,That's where we were last I heard.
69,3.0668166666666665,3.1004833333333335,spk_0,"Cool. So then I think,"
70,3.1031666666666666,3.1125,spk_0,um
71,3.1495,3.1971666666666665,spk_0,"I think we can, we can help the Corp events team."
72,3.1973166666666666,3.25515,spk_0,"They do, they do a lot of like a cat herding and,"
73,3.2625,3.2958333333333334,spk_0,"you know, keep on tracking people down."
74,3.3008333333333333,3.3605,spk_0,"So I think if, if this team can take the mission to,"
75,3.3665,3.3938333333333333,spk_0,"like, try to help"
76,3.4021666666666666,3.4418166666666665,spk_0,"track that down. So, if you, you know,"
77,3.461316666666667,3.5156666666666667,spk_0,"get the commitment specifically from your campaign managers, hey, like we're,"
78,3.515816666666667,3.54365,spk_0,"we're signing up for a coupon,"
79,3.55515,3.6153166666666667,spk_0,"you know, can you comment on the issue that yes, I can commit to this, et"
80,3.6214833333333334,3.6459833333333336,spk_0,"cetera, et cetera, et cetera,"
81,3.657983333333333,3.666316666666667,spk_0,you know.
82,3.6694833333333334,3.6783166666666665,spk_0,Um
83,3.6918166666666665,3.7225,spk_0,"So that just so that they can get that,"
84,3.7245,3.7779833333333332,spk_0,"that event support, but that looks good. And I appreciate"
85,3.7971666666666666,3.8401666666666667,spk_0,"uh thanks for the link too, Sonia on the roles"
86,3.8563333333333336,3.8658166666666665,spk_0,ah
87,3.8786666666666667,3.9019833333333334,spk_0,product announcements.
88,3.924,4.012833333333333,spk_0,"So I appreciate you Brian for adding this. I uh I probably should have added it, but"
89,4.039483333333333,4.137333333333333,spk_1,I had two questions about that. 11 is over. What time frame are we looking at?
90,4.159816666666667,4.172,spk_0,"So,"
91,4.17465,4.184816666666666,spk_0,uh
92,4.198316666666667,4.259316666666667,spk_0,"so in theory, this is this could be the same as the"
93,4.262333333333333,4.321,spk_0,Gab 14 launch where we're saying basically since 13.0
94,4.330966666666667,4.390666666666666,spk_0,"what has, you know, what kind of big improvements have we made?"
95,4.4075,4.419833333333333,spk_0,Um
96,4.452833333333333,4.504333333333333,spk_0,"Candidly, this is always a little bit tough and I'm and I'm,"
97,4.516983333333333,4.57015,spk_0,I am not totally sure of all of the
98,4.593833333333333,4.618483333333334,spk_0,"kind of the interplay here,"
99,4.620333333333333,4.637166666666666,spk_0,but I think
100,4.646,4.703166666666666,spk_0,I think this is kind of the general gist of this assignment
101,4.707833333333333,4.740166666666667,spk_0,"is OK, we have commit coming up."
102,4.748,4.807333333333333,spk_0,"We have some amount of like we have a stage of,"
103,4.8096499999999995,4.81965,spk_0,"you know, a"
104,4.822,4.84615,spk_0,metaphorical stage
105,4.849166666666667,4.896316666666666,spk_0,to say something to the world and we'll get some
106,4.8965,4.94215,spk_0,"amount of press attention because we're having an event,"
107,4.948666666666667,4.9575,spk_0,right?
108,4.9634833333333335,4.99365,spk_0,What kind of announcements do we make?
109,4.9988166666666665,5.008816666666666,spk_0,Um
110,5.015483333333333,5.033333333333333,spk_0,"at git lab, it's really,"
111,5.0335,5.074816666666667,spk_0,really tough to make product announcements because
112,5.075,5.112816666666666,spk_0,"our entire roadmap is completely public,"
113,5.1253166666666665,5.135666666666666,spk_0,yada yada yada.
114,5.137983333333334,5.148816666666667,spk_0,So
115,5.151666666666666,5.189666666666667,spk_0,"the thought here is to,"
116,5.2075,5.253166666666667,spk_0,but also because our entire road map is completely
117,5.253333333333333,5.294833333333333,spk_0,public and because we ship these tiny little NBC S
118,5.29765,5.34215,spk_0,"and a new feature will come out, but it'll be"
119,5.346816666666666,5.366483333333333,spk_0,"not really usable,"
120,5.374666666666666,5.43465,spk_0,right? So it takes a while. So if you look back over the past year
121,5.437983333333333,5.480333333333333,spk_0,"and say, OK, like what started in the last year,"
122,5.480483333333333,5.5328333333333335,spk_0,but now is really like a full fledged feature.
123,5.533,5.56715,spk_0,"What would, what would be coming out of beta,"
124,5.574666666666666,5.581833333333333,spk_0,right?
125,5.584316666666666,5.613816666666667,spk_0,"Like if we were any other company,"
126,5.617983333333333,5.6955,spk_0,"when we started a beta program in this last year, what would we be announcing is G A"
127,5.698816666666667,5.705333333333334,spk_0,at
128,5.7095,5.721,spk_0,commit?
129,5.724166666666667,5.7636666666666665,spk_0,"That's kind of, that's kind of my thought on it."
130,5.76965,5.810316666666667,spk_0,"I see a couple of head. Nos. What do you think, Sydney?"
131,5.837816666666667,5.8614999999999995,spk_1,"Yeah, I think I"
132,5.864166666666667,5.917333333333334,spk_1,was inclined to group some things to say like
133,5.929333333333333,5.996316666666667,spk_1,vulnerability management because there were tiny little MV CS all the way along.
134,5.9965,6.037983333333333,spk_1,"But if you look at over the course of the year,"
135,6.0445,6.073666666666667,spk_1,"we went from this to this,"
136,6.088816666666666,6.15515,spk_1,it makes more sense to me to highlight that than in any individual
137,6.15715,6.179166666666666,spk_1,little thing. And then
138,6.184816666666666,6.2118166666666665,spk_1,the other point was
139,6.2283333333333335,6.326483333333333,spk_1,"we just had 14.0 can we just, can we reuse some of those things and plug them in here."
140,6.32965,6.349816666666666,spk_0,Absolutely. Yeah.
141,6.362666666666667,6.407,spk_0,"Yeah. And vulnerability management was, was one of the,"
142,6.416333333333333,6.4751666666666665,spk_0,"you know, the features out of we, we looked at 14.0. So I think,"
143,6.4783333333333335,6.51965,spk_0,"yeah, this is like, let's take the stuff from 14.0"
144,6.525,6.573166666666666,spk_0,and then maybe add a few more so that we
145,6.573316666666667,6.6235,spk_0,"can hit kind of different areas of press or give,"
146,6.623666666666667,6.6418333333333335,spk_0,give our pr team.
147,6.641983333333333,6.708816666666666,spk_0,This is kind of like input into our pr team to give them fodder to go out with.
148,6.7149833333333335,6.754983333333334,spk_1,And are we trying to hit three per stage?
149,6.766483333333333,6.772,spk_0,"I,"
150,6.773816666666667,6.8355,spk_0,"yeah, ideally, there's just, you know, three, you know, uh"
151,6.847316666666667,6.871,spk_0,three items per stage.
152,6.876816666666667,6.939666666666667,spk_0,"And then I think y'all made some good notes that OK, we need to add manage."
153,6.9398333333333335,6.97,spk_0,So I see manage in here. That's excellent.
154,6.980833333333333,6.9911666666666665,spk_0,Um
155,7.00465,7.014983333333333,spk_0,And
156,7.016666666666667,7.047,spk_0,"uh integrations we don't,"
157,7.0644833333333334,7.118333333333333,spk_0,"well, actually we have some pretty exciting integration. So we have the,"
158,7.121,7.143483333333333,spk_0,"-- the Jira stuff
-- is pretty good."
159,7.14365,7.200166666666667,spk_5,There's a couple of things in uh integrations with VS code
160,7.20465,7.234816666666667,spk_5,"that could be notable, but"
161,7.279983333333333,7.3615,spk_5,I can I show what I did for SCM just to get some general feedback on it. And
162,7.363166666666666,7.401666666666666,spk_5,"if someone hasn't done it, maybe that'll also"
163,7.408333333333333,7.430833333333333,spk_5,kick I was going
164,7.43465,7.45765,spk_5,"Cindy's direction here,"
165,7.464483333333333,7.487,spk_5,"which was uh thinking,"
166,7.498166666666667,7.567833333333334,spk_5,"you know, a lot of, and then I call them key iterations, the sort of specific things."
167,7.573166666666666,7.652166666666667,spk_5,"So I listed a few specific things like three or four per each as key iterations,"
168,7.652333333333333,7.6865,spk_5,but I called them something overall.
169,7.6866666666666665,7.71715,spk_5,So we would have like one thing to call them.
170,7.736316666666667,7.7475000000000005,spk_5,Uh
171,7.749816666666667,7.809316666666667,spk_5,"There's several key iterations aligned with uh giddily cluster,"
172,7.822,7.917983333333334,spk_5,uh several that roll up to a research based user experience. And I was thinking like
173,7.928983333333333,8.015666666666666,spk_5,"I, I was shy and calling out UX as, as a bucket except that actually that's,"
174,8.015833333333333,8.038166666666667,spk_5,"that's super typical, right?"
175,8.038316666666667,8.079483333333334,spk_5,"Like Windows 11 or anybody who's rolling stuff out,"
176,8.07965,8.13415,spk_5,they almost always have UX as one of their three things and
177,8.134316666666667,8.18165,spk_5,then they mentioned a laundry list of stuff that aligns to that.
178,8.191666666666666,8.210666666666667,spk_5,"Um So I, I,"
179,8.215333333333334,8.251483333333333,spk_5,"you know, forgave myself, uh for doing something."
180,8.251666666666667,8.2985,spk_5,"At first, I was kind of like shy about calling out UX and,"
181,8.298666666666668,8.321316666666666,spk_5,and bucketing some things there.
182,8.3215,8.367983333333333,spk_5,"But actually, when I looked around, that's pretty much how everybody does,"
183,8.375816666666667,8.398,spk_5,"um, a big launch"
184,8.40465,8.440333333333333,spk_5,"and in terms of the excitement level that also,"
185,8.440483333333333,8.482833333333334,spk_5,"like I went in thinking this is just a two,"
186,8.488666666666667,8.548333333333334,spk_5,"I guess part of it is like, I feel like we're almost fixing something that's broken"
187,8.550966666666667,8.611983333333333,spk_5,"and that's not something you want to shout from the rooftops about, but"
188,8.614,8.660666666666666,spk_5,actually some of that stuff is really cool. So I gave it a three
189,8.667633333333333,8.735983333333333,spk_5,excitement level. I wasn't sure exactly where to place things. Um But
190,8.750983333333334,8.769316666666667,spk_5,"I figured I wouldn't,"
191,8.769483333333334,8.81865,spk_5,uh like the Cindy's comment have something that's one here anyway.
192,8.825333333333333,8.906666666666666,spk_5,"But I, the only way I could make sense of like the iterations was to,"
193,8.906816666666666,8.930666666666667,spk_5,to bucket them with something.
194,8.938833333333333,8.983983333333333,spk_5,"And, uh, so that's kind of how I came down on it."
195,8.98415,9.009833333333333,spk_5,I don't know what everyone thinks about that.
196,9.073483333333334,9.097816666666667,spk_4,"Yeah. II, I like that."
197,9.130666666666666,9.130816666666666,spk_2,I
198,9.133666666666667,9.133983333333333,spk_2,know
199,9.167483333333333,9.245483333333333,spk_2,"I've done a similar, I've taken a similar approach for monitor."
200,9.24565,9.316,spk_2,"Um, with incident management, there were a bunch of things that we released."
201,9.324,9.39365,spk_2,"Um, although the core of incident management was part of 12"
202,9.39665,9.422,spk_2,dot X. I think so.
203,9.426166666666667,9.438,spk_2,Um
204,9.441833333333333,9.4805,spk_2,"I did the same over there as well. Yeah,"
205,9.490666666666666,9.511666666666667,spk_2,"-- I think that makes
-- sense."
206,9.516483333333333,9.522,spk_4,Yeah.
207,9.522166666666667,9.52765,spk_4,"And that,"
208,9.527816666666666,9.58715,spk_4,that would help me with the planned stuff as well because there are some
209,9.587316666666666,9.660316666666667,spk_4,things like epic boards that people have been asking for for years now and they
210,9.661983333333334,9.695,spk_4,finally have and that's great. But
211,9.70515,9.72765,spk_4,"um I think, you know, like the"
212,9.730983333333333,9.758983333333333,spk_4,the milestone burn up charts
213,9.776816666666667,9.80065,spk_4,"that that was a two and that's,"
214,9.800816666666666,9.84865,spk_4,"that's helpful and I was looking through features and you know,"
215,9.848816666666666,9.91515,spk_4,a actual monthly features that were released in a given month.
216,9.915316666666667,9.965483333333333,spk_4,"I mean, that was one of the more important ones, but it's not very exciting,"
217,9.965666666666667,10.006983333333332,spk_4,"but we can bundle that with some other things and,"
218,10.014,10.067316666666667,spk_4,"and, and up level it so that that would be helpful there."
219,10.067483333333334,10.100816666666667,spk_4,And also Brian about the VS code thing.
220,10.104983333333333,10.177166666666666,spk_4,One other cool thing about that is both of those VS code integrations that hit
221,10.179816666666667,10.23715,spk_4,"the same month were um community contributions,"
222,10.242,10.264316666666666,spk_4,which is also kind of cool
223,10.29765,10.306816666666666,spk_0,"is,"
