,start_time,end_time,speaker_label,text
0,0.00015,0.08349999999999999,Speaker 1,How do I defend myself and my Children against two guys who have AR-15s? Tell me how.
1,0.08365,0.12898333333333334,Speaker 1,And you said to yourself that the police may not make it there in time.
2,0.12916666666666668,0.13499999999999998,Speaker 1," Tell me,"
3,0.13515,0.1899833333333333,Speaker 2,you know what the best chance you got in a situation like that is to get out the house.
4,0.19015,0.20398333333333335,Speaker 2,She just stated that
5,0.22033333333333335,0.2204833333333333,Speaker 2,a
6,0.2245,0.26448333333333335,Speaker 2,piece that's 90 rounds of bullets firing through the hall.
7,0.27715,0.3298333333333333,Speaker 2," You need to get out of the house. Oh, I stand my ground. Sorry."
8,0.48465,0.5314833333333333,Narrator,Thank you all for coming today. My name is Keegan Hamilton.
9,0.5316500000000001,0.55915,Narrator,I'm a correspondent with Vice News.
10,0.5593333333333333,0.5709833333333333,Narrator,"Obviously,"
11,0.5711666666666667,0.623,Narrator,"we couldn't get somebody to represent every single perspective on this,"
12,0.6231500000000001,0.6873333333333334,Narrator,but we've tried to get across the range here and we're here today to talk about guns.
13,0.6875,0.73615,Narrator,It's a polarizing topic. It can be a controversial topic.
14,0.7363333333333333,0.7829833333333334,Narrator,And I think in some ways arguing about what to do about
15,0.7831666666666667,0.8368166666666668,Narrator,guns and gun policy is about as American as apple pie.
16,0.837,0.8825000000000001,Narrator,Raise your hand if you've ever shot a gun.
17,0.9008166666666667,0.9443166666666667,Narrator,"Now, keep your hand up if you currently own a gun."
18,0.9594833333333334,1.0194833333333333,Narrator,"All right, keep your hand up if you own more than one gun,"
19,1.0316666666666667,1.0783166666666666,Narrator,keep your hand up. If you own more than 10 guns.
20,1.08665,1.1353333333333333,Narrator,Keep your hand up if you own any AR-15s.
21,1.1414833333333334,1.2321666666666666,Narrator," How does shooting a gun make you feel? I feel um powerful. I feel confident."
22,1.2323333333333333,1.2414833333333333,Speaker 1," Fun is,"
23,1.2416666666666667,1.3028166666666667,Narrator,"is pretty much what I'm thinking about and what I'm feeling when I'm shooting a gun,"
24,1.303,1.3128166666666665,Narrator,it's a good time.
25,1.3129833333333334,1.35565,Narrator," It's like Spider Man with great power comes great responsibility."
26,1.3558166666666667,1.3768333333333334,Speaker 4,Facts determined.
27,1.377,1.431,Speaker 4,"I guess when I, when I pick up a gun loaded, not loaded, am I shooting,"
28,1.4311666666666667,1.4474833333333335,Speaker 4,am I shooting responsibly?
29,1.4476666666666667,1.4935,Speaker 4," It's always been a very neutral experience for me because of"
30,1.4936666666666667,1.5419833333333333,Speaker 5,things like that where it's just about doing everything correctly.
31,1.5504833333333334,1.6166666666666667,Speaker 6,"I usually feel tired after shooting a lot, a lot of the training is extensive."
32,1.6168333333333333,1.634,Speaker 6,"And as an instructor,"
33,1.6341666666666668,1.6756666666666666,Speaker 6,I'm usually also teaching while I'm shooting
34,1.6758333333333333,1.7213166666666666,Speaker 4,"firearms if shooting a gun is exhausting,"
35,1.7215,1.762,Speaker 4,like teaching people to shoot guns is even more exhausting.
36,1.7621666666666667,1.8053166666666667,Speaker 1,But it's exciting because you can empower somebody else.
37,1.8054999999999999,1.83965,Speaker 1,"Like after you may feel tired and exhausted,"
38,1.8398166666666667,1.8864999999999998,Speaker 1,but these people might be that much safer because of what you taught them.
39,1.88665,1.9219833333333334,Speaker 1," How many of y'all are long time gun owners,"
40,1.9301499999999998,1.93315,Narrator,your hand?
41,1.9435,2.0068333333333332,Narrator,And how many are new gun owners who just got into to gun ownership and shooting?
42,2.0091666666666668,2.0288333333333335,Narrator,"I grew up around them,"
43,2.028983333333333,2.06765,Narrator," but I recently moved somewhere where I could personally own them."
44,2.067816666666667,2.0873166666666667,Speaker 7,"I started, you know,"
45,2.08965,2.1641666666666666,Speaker 7,closer to 2018 2019 when I just turned 18
46,2.1643333333333334,2.2003333333333335,Speaker 7,years old and was legally allowed to buy guns.
47,2.200483333333333,2.2243333333333335,Speaker 7,I did not grow up around guns.
48,2.2245,2.2834166666666667,Speaker 7,I started owning them because of different political conditions that we were. I
49,2.29075,2.352733333333333,Speaker 7," think the reason why I don't own a gun, even though it always felt like a given."
50,2.3529166666666668,2.4307499999999997,Speaker 8,"I grew up in San Antonio and as a first generation American growing up,"
51,2.4309,2.4660666666666664,Speaker 8,I wanted to be a good American.
52,2.46625,2.5069,Speaker 8,"I wanted to observe what everyone else is doing and be like, OK,"
53,2.507083333333333,2.5374,Speaker 8,"that's how you be an American, that's how you do it."
54,2.5375833333333335,2.58675,Speaker 8,But then I went out to a really big defensive shooting training.
55,2.5869,2.6217333333333332,Speaker 8,It's like 1000 rounds over a weekend.
56,2.6254833333333334,2.6629833333333335,Speaker 8,Lots of like pressure exercises.
57,2.66315,2.7291666666666665,Speaker 8,"And I was like, this is a whole lifestyle that I'm not willing to take up."
58,2.7293166666666666,2.7759833333333335,Speaker 8," Can we talk about why you guys chose to own guns?"
59,2.7761666666666667,2.7933333333333334,Speaker 6,"Law enforcement,"
60,2.8024833333333334,2.812333333333333,Speaker 6,"similar,"
61,2.8125,2.855,Speaker 6,I'm military or former military and carried
62,2.85515,2.891166666666667,Speaker 6,a handgun concealed while I was deployed
63,2.8929,2.9824166666666665,Speaker 6," at 19. I grew up in rural Virginia. And so for us, it was more of tradition."
64,2.9825833333333334,3.05575,Speaker 2,"The first firearm I received our own was the first firearm my father owned,"
65,3.0559,3.0754,Speaker 2,which is a hunting rifle.
66,3.0755833333333333,3.1325833333333333,Speaker 2,"And so for us, we were taught to take care of it, appreciate it."
67,3.1327333333333334,3.1582333333333334,Speaker 2,But know that it has a place.
68,3.1646666666666667,3.1995,Narrator,My dad grew up in rural Pennsylvania.
69,3.19965,3.2428333333333335,Narrator,"So, I mean, he was shooting his whole life, he hunted."
70,3.243,3.2958333333333334,Narrator,"And so he thought it was important for us to learn pretty young,"
71,3.2959833333333335,3.3261666666666665,Narrator,kind of about guns and how they work.
72,3.3263333333333334,3.3886666666666665,Speaker 1,When I was growing up. It was always the bad guys that had guns.
73,3.3888333333333334,3.46815,Speaker 1,And I felt like I didn't have the emotional maturity at that time to own guns.
